started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-09-02 14:29:37.272000+00:00,2021-09-02 14:31:50.543000+00:00,133,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-09-02 14:36:28.144000+00:00,2021-09-02 14:50:15.792000+00:00,827,1737,Inverleith Row,Corner with Inverleith Terrace,55.96411787988959,-3.202094747416368,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-09-02 14:38:01.905000+00:00,2021-09-02 14:52:09.015000+00:00,847,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-09-02 14:38:13.644000+00:00,2021-09-02 14:52:13.410000+00:00,839,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-09-02 14:38:19.940000+00:00,2021-09-02 14:48:52.138000+00:00,632,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-09-02 14:43:09.020000+00:00,2021-09-02 15:03:55.805000+00:00,1246,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-09-02 14:43:13.070000+00:00,2021-09-02 15:11:48.819000+00:00,1715,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-09-02 14:48:51.211000+00:00,2021-09-02 15:44:48.328000+00:00,3357,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 14:48:55.507000+00:00,2021-09-02 15:44:26.862000+00:00,3331,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 14:56:51.169000+00:00,2021-09-02 15:12:58.003000+00:00,966,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-09-02 14:59:39.307000+00:00,2021-09-02 15:24:00.108000+00:00,1460,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-09-02 15:02:07.202000+00:00,2021-09-02 16:02:23.953000+00:00,3616,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-09-02 15:02:33.845000+00:00,2021-09-02 15:17:50.374000+00:00,916,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-09-02 15:04:42.977000+00:00,2021-09-02 15:57:32.757000+00:00,3169,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-09-02 15:15:34.346000+00:00,2021-09-02 15:28:56.766000+00:00,802,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-09-02 15:26:28.063000+00:00,2021-09-02 15:38:16.590000+00:00,708,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-09-02 15:27:54.961000+00:00,2021-09-02 15:35:48.223000+00:00,473,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-09-02 15:29:45.888000+00:00,2021-09-02 16:05:07.728000+00:00,2121,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-09-02 15:30:49.021000+00:00,2021-09-02 15:51:00.989000+00:00,1211,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-09-02 15:35:14.735000+00:00,2021-09-02 16:32:01.747000+00:00,3407,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-09-02 15:37:54.649000+00:00,2021-09-02 16:05:00.043000+00:00,1625,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-09-02 15:46:00.418000+00:00,2021-09-02 15:54:07.003000+00:00,486,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-09-02 15:51:59.037000+00:00,2021-09-02 17:14:18.657000+00:00,4939,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-09-02 15:55:28.712000+00:00,2021-09-02 16:25:31.338000+00:00,1802,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-09-02 15:57:31.798000+00:00,2021-09-02 16:29:15.182000+00:00,1903,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-09-02 15:59:03.700000+00:00,2021-09-02 16:09:32.005000+00:00,628,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-09-02 15:59:29.011000+00:00,2021-09-02 16:24:34.339000+00:00,1505,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-09-02 16:04:13.738000+00:00,2021-09-02 16:11:32.077000+00:00,438,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-09-02 16:10:20.855000+00:00,2021-09-02 16:29:06.082000+00:00,1125,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-09-02 16:11:51.856000+00:00,2021-09-02 17:00:00.747000+00:00,2888,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-09-02 16:13:51.430000+00:00,2021-09-02 16:24:04.379000+00:00,612,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-09-02 16:14:01.785000+00:00,2021-09-02 16:25:48.190000+00:00,706,260,Lauriston Place,near Chalmers Street,55.94477165233548,-3.197265856419562,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-09-02 16:14:17.007000+00:00,2021-09-02 16:43:55.736000+00:00,1778,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-09-02 16:16:46.849000+00:00,2021-09-02 16:23:36.491000+00:00,409,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.95953624971772,-3.223434402338853
2021-09-02 16:20:26.845000+00:00,2021-09-02 17:20:15.602000+00:00,3588,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-09-02 16:20:30.249000+00:00,2021-09-02 16:34:49.337000+00:00,859,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-09-02 16:23:31.515000+00:00,2021-09-02 16:53:16.988000+00:00,1785,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-09-02 16:24:04.679000+00:00,2021-09-02 17:00:47.158000+00:00,2202,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.95953624971772,-3.223434402338853,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-09-02 16:28:39.396000+00:00,2021-09-02 16:40:04.043000+00:00,684,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-09-02 16:30:16.957000+00:00,2021-09-02 17:15:30.587000+00:00,2713,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-09-02 16:32:38.166000+00:00,2021-09-02 17:07:43.147000+00:00,2104,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-09-02 16:34:01.350000+00:00,2021-09-02 16:58:11.562000+00:00,1450,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.95953624971772,-3.223434402338853
2021-09-02 16:34:35.371000+00:00,2021-09-02 16:58:01.968000+00:00,1406,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.95953624971772,-3.223434402338853
2021-09-02 16:37:19.774000+00:00,2021-09-02 17:31:11.339000+00:00,3231,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-09-02 16:38:28.130000+00:00,2021-09-02 16:39:34.481000+00:00,66,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-09-02 16:40:12.532000+00:00,2021-09-02 17:00:01.454000+00:00,1188,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-09-02 16:45:35.040000+00:00,2021-09-02 17:01:54.765000+00:00,979,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-09-02 16:49:08.569000+00:00,2021-09-02 17:01:31.777000+00:00,743,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 16:59:18.202000+00:00,2021-09-02 17:08:14.761000+00:00,536,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,1768,Thirlestane Road,On corner with St Margaret's Place,55.93532370964813,-3.198763443819871
2021-09-02 17:01:41.291000+00:00,2021-09-02 17:29:06.323000+00:00,1645,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-09-02 17:03:40.137000+00:00,2021-09-02 18:05:32.368000+00:00,3712,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-09-02 17:04:29.210000+00:00,2021-09-02 18:04:35.187000+00:00,3605,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-09-02 17:06:07.164000+00:00,2021-09-02 17:19:11.954000+00:00,784,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 17:07:26.509000+00:00,2021-09-02 17:22:41.965000+00:00,915,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-09-02 17:08:17.108000+00:00,2021-09-02 17:44:39.579000+00:00,2182,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 17:08:21.818000+00:00,2021-09-02 17:43:51.286000+00:00,2129,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 17:08:26.588000+00:00,2021-09-02 17:11:58.353000+00:00,211,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-09-02 17:08:28.559000+00:00,2021-09-02 17:22:37.882000+00:00,849,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-09-02 17:10:23.120000+00:00,2021-09-02 17:39:55.919000+00:00,1772,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-09-02 17:10:27.152000+00:00,2021-09-02 17:43:43.824000+00:00,1996,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628
2021-09-02 17:11:35.531000+00:00,2021-09-02 17:29:12.933000+00:00,1057,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-09-02 17:19:52.808000+00:00,2021-09-02 17:47:33.278000+00:00,1660,1768,Thirlestane Road,On corner with St Margaret's Place,55.93532370964813,-3.198763443819871,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-09-02 17:22:35.418000+00:00,2021-09-02 18:50:19.174000+00:00,5263,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-09-02 17:23:37.658000+00:00,2021-09-02 17:31:57.381000+00:00,499,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-09-02 17:29:45.741000+00:00,2021-09-02 18:01:24.926000+00:00,1899,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-09-02 17:39:36.164000+00:00,2021-09-02 18:06:37.429000+00:00,1621,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-09-02 17:40:52.260000+00:00,2021-09-02 17:56:06.750000+00:00,914,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-09-02 17:42:26.342000+00:00,2021-09-02 17:56:03.572000+00:00,817,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-09-02 17:42:28.247000+00:00,2021-09-02 18:26:16.782000+00:00,2628,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-09-02 17:42:58.759000+00:00,2021-09-02 18:25:54.319000+00:00,2575,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-09-02 17:44:48.152000+00:00,2021-09-02 18:21:54.801000+00:00,2226,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453
2021-09-02 17:44:55.040000+00:00,2021-09-02 18:21:53.938000+00:00,2218,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-09-02 17:45:08.470000+00:00,2021-09-02 18:06:19.023000+00:00,1270,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-09-02 17:45:39.388000+00:00,2021-09-02 20:06:00.269000+00:00,8420,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-09-02 17:52:44.890000+00:00,2021-09-02 18:04:42.070000+00:00,717,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593
2021-09-02 17:55:51.887000+00:00,2021-09-02 18:00:02.259000+00:00,250,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-09-02 18:00:09.860000+00:00,2021-09-02 18:12:11.524000+00:00,721,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-09-02 18:00:51.262000+00:00,2021-09-02 18:10:14.860000+00:00,563,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-09-02 18:07:03.022000+00:00,2021-09-02 18:18:50.547000+00:00,707,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-09-02 18:10:13.132000+00:00,2021-09-02 18:16:13.191000+00:00,360,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-09-02 18:11:37.734000+00:00,2021-09-02 18:21:01.914000+00:00,564,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-09-02 18:20:15.494000+00:00,2021-09-02 18:28:45.560000+00:00,510,260,Lauriston Place,near Chalmers Street,55.94477165233548,-3.197265856419562,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-09-02 18:22:51.958000+00:00,2021-09-02 19:17:55.778000+00:00,3303,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-09-02 18:22:58.935000+00:00,2021-09-02 18:43:35.112000+00:00,1236,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-09-02 18:29:09.313000+00:00,2021-09-02 20:06:51.070000+00:00,5861,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-09-02 18:32:34.748000+00:00,2021-09-02 18:57:44.044000+00:00,1509,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-09-02 18:34:35.519000+00:00,2021-09-02 18:51:53.909000+00:00,1038,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-09-02 18:38:12.067000+00:00,2021-09-02 19:28:24.958000+00:00,3012,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-09-02 18:41:39.951000+00:00,2021-09-02 19:05:22.569000+00:00,1422,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-09-02 18:44:09.357000+00:00,2021-09-02 19:26:19.610000+00:00,2530,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-09-02 18:45:38.852000+00:00,2021-09-02 18:57:42.790000+00:00,723,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-09-02 18:46:25.614000+00:00,2021-09-02 19:49:24.056000+00:00,3778,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-09-02 18:55:12.762000+00:00,2021-09-02 19:13:33.423000+00:00,1100,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-09-02 19:08:52.181000+00:00,2021-09-02 19:20:33.959000+00:00,701,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-09-02 19:18:13.302000+00:00,2021-09-02 19:39:31.440000+00:00,1278,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-09-02 19:21:08.523000+00:00,2021-09-02 19:34:51.658000+00:00,823,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-09-02 19:21:33.628000+00:00,2021-09-02 19:24:50.962000+00:00,197,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-09-02 19:21:55.645000+00:00,2021-09-02 19:39:27.930000+00:00,1052,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-09-02 19:27:43.739000+00:00,2021-09-02 19:37:33.843000+00:00,590,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-09-02 19:28:31.980000+00:00,2021-09-02 19:48:38.359000+00:00,1206,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-09-02 19:29:38.205000+00:00,2021-09-02 19:58:14.625000+00:00,1716,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-09-02 19:38:09.870000+00:00,2021-09-02 19:49:43.312000+00:00,693,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-09-02 19:42:31.628000+00:00,2021-09-02 19:53:51.952000+00:00,680,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-09-02 19:43:04.170000+00:00,2021-09-02 19:53:56.729000+00:00,652,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-09-02 19:46:29.149000+00:00,2021-09-02 19:56:19.224000+00:00,590,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-09-02 19:47:27.001000+00:00,2021-09-02 20:04:12.706000+00:00,1005,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-09-02 19:47:43.907000+00:00,2021-09-02 19:58:14.420000+00:00,630,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-09-02 19:58:41.479000+00:00,2021-09-02 20:10:31.554000+00:00,710,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-09-02 20:03:57.003000+00:00,2021-09-02 20:10:08.286000+00:00,371,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-09-02 20:04:59.636000+00:00,2021-09-02 20:29:59.080000+00:00,1499,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
