name,geometry,lat,lon,category
,POINT (-3.2012795807255787 55.92223912609978),55.92223913,-3.201279581,residential
,POINT (-3.2033766224252425 55.92452030621704),55.92452031,-3.203376622,residential
,POINT (-3.203377362851098 55.92448954513724),55.92448955,-3.203377363,residential
,POINT (-3.201519602817607 55.92544109689525),55.9254411,-3.201519603,residential
,POINT (-3.2014862773079407 55.92327532843754),55.92327533,-3.201486277,residential
,POINT (-3.2034339738277327 55.923853391747876),55.92385339,-3.203433974,residential
,POINT (-3.2071350999999986 55.923657899999995),55.9236579,-3.2071351,residential
,POINT (-3.2071198500000007 55.92371760000002),55.9237176,-3.20711985,residential
,POINT (-3.2080603247160946 55.923833754690826),55.92383375,-3.208060325,residential
,POINT (-3.2044552746366755 55.924384753235685),55.92438475,-3.204455275,residential
,POINT (-3.2065291499999993 55.92431484999999),55.92431485,-3.20652915,residential
,POINT (-3.207089 55.924366899999995),55.9243669,-3.207089,residential
,POINT (-3.2069997499999996 55.9243916),55.9243916,-3.20699975,residential
,POINT (-3.2071355000000015 55.9236433),55.9236433,-3.2071355,residential
,POINT (-3.207102700000002 55.92399530000001),55.9239953,-3.2071027,residential
,POINT (-3.2080703999999987 55.9237335),55.9237335,-3.2080704,residential
,POINT (-3.207821624842726 55.92352785576761),55.92352786,-3.207821625,residential
,POINT (-3.2071060619594793 55.923826657793356),55.92382666,-3.207106062,residential
,POINT (-3.206483128167804 55.92431453208897),55.92431453,-3.206483128,residential
,POINT (-3.2080537999999987 55.92400755),55.92400755,-3.2080538,residential
,POINT (-3.2070879154160186 55.92439444898653),55.92439445,-3.207087915,residential
,POINT (-3.2081110990286046 55.923577430700185),55.92357743,-3.208111099,residential
,POINT (-3.204457173378383 55.92441315807239),55.92441316,-3.204457173,residential
,POINT (-3.20232725 55.92204315000001),55.92204315,-3.20232725,residential
,POINT (-3.2034221294177656 55.92178072540333),55.92178073,-3.203422129,residential
,POINT (-3.2033724 55.922122400000006),55.9221224,-3.2033724,residential
,POINT (-3.2044838500000004 55.923003349999995),55.92300335,-3.20448385,residential
,POINT (-3.203491946400787 55.922018228684074),55.92201823,-3.203491946,residential
,POINT (-3.20218865 55.92151575),55.92151575,-3.20218865,residential
,POINT (-3.2011070652017306 55.92151437537796),55.92151438,-3.201107065,residential
,POINT (-3.203102243745362 55.92186639941218),55.9218664,-3.203102244,residential
,POINT (-3.202376157195963 55.92209720325502),55.9220972,-3.202376157,residential
,POINT (-3.2120359855812057 55.91991058382697),55.91991058,-3.212035986,residential
,POINT (-3.2121513 55.91970054999999),55.91970055,-3.2121513,residential
,POINT (-3.21067419416721 55.92037150624276),55.92037151,-3.210674194,residential
,POINT (-3.2121529 55.919741599999995),55.9197416,-3.2121529,residential
,POINT (-3.212078079475341 55.91983165676449),55.91983166,-3.212078079,residential
,POINT (-3.21198441308051 55.92001030341259),55.9200103,-3.211984413,residential
,POINT (-3.211594090275002 55.91997968339366),55.91997968,-3.21159409,residential
,POINT (-3.2121619856831622 55.91967990333144),55.9196799,-3.212161986,residential
,POINT (-3.212192417844517 55.91958347967382),55.91958348,-3.212192418,residential
,POINT (-3.2110129139079615 55.92021357926835),55.92021358,-3.211012914,residential
,POINT (-3.2118947883778826 55.92018522053727),55.92018522,-3.211894788,residential
,POINT (-3.2118482754702833 55.92034776968261),55.92034777,-3.211848275,residential
,POINT (-3.2116654 55.9200338),55.9200338,-3.2116654,residential
,POINT (-3.2119362103516482 55.92010435189404),55.92010435,-3.21193621,residential
,POINT (-3.2110560778785264 55.92018573248241),55.92018573,-3.211056078,residential
,POINT (-3.211159406594223 55.920137208553946),55.92013721,-3.211159407,residential
,POINT (-3.211828234998192 55.92024850463576),55.9202485,-3.211828235,residential
,POINT (-3.210914909746423 55.92026202728419),55.92026203,-3.21091491,residential
,POINT (-3.210823915904989 55.92030758481733),55.92030758,-3.210823916,residential
,POINT (-3.210646449552142 55.92038193661012),55.92038194,-3.21064645,residential
,POINT (-3.210799888184149 55.92032070371496),55.9203207,-3.210799888,residential
,POINT (-3.2138874999999993 55.92139455000001),55.92139455,-3.2138875,residential
,POINT (-3.2140205340312953 55.92146023963557),55.92146024,-3.214020534,residential
,POINT (-3.2150068936584173 55.92104049031378),55.92104049,-3.215006894,residential
,POINT (-3.2150965438785057 55.92106728697494),55.92106729,-3.215096544,residential
,POINT (-3.222575622942848 55.9201924434683),55.92019244,-3.222575623,residential
,POINT (-3.2205836771702794 55.91985480394997),55.9198548,-3.220583677,residential
,POINT (-3.2227599228530788 55.920218592634356),55.92021859,-3.222759923,residential
,POINT (-3.220801783597838 55.91983349610013),55.9198335,-3.220801784,residential
,POINT (-3.217921672587768 55.924065096452566),55.9240651,-3.217921673,residential
,POINT (-3.2227497999999994 55.924321899999995),55.9243219,-3.2227498,residential
,POINT (-3.2176177254948093 55.92487089169514),55.92487089,-3.217617725,residential
,POINT (-3.217889500011999 55.924860100065175),55.9248601,-3.2178895,residential
,POINT (-3.218149280439633 55.92484976422563),55.92484976,-3.21814928,residential
,POINT (-3.2173443717036574 55.92488173171772),55.92488173,-3.217344372,residential
,POINT (-3.218604533499917 55.92483151506978),55.92483152,-3.218604533,residential
,POINT (-3.2202118650487495 55.92437496242618),55.92437496,-3.220211865,residential
,POINT (-3.218373387344321 55.92484092301358),55.92484092,-3.218373387,residential
,POINT (-3.218570947620901 55.9203838800397),55.92038388,-3.218570948,residential
,POINT (-3.1555866247937745 55.966615599082225),55.9666156,-3.155586625,commercial
,POINT (-3.2204892933596656 55.92393477275314),55.92393477,-3.220489293,residential
,POINT (-3.2263180810980985 55.936775044873684),55.93677504,-3.226318081,residential
,POINT (-3.226750585950723 55.93640470652278),55.93640471,-3.226750586,residential
,POINT (-3.2263690325862684 55.9367167954346),55.9367168,-3.226369033,residential
,POINT (-3.226594202493678 55.93653193300346),55.93653193,-3.226594202,residential
,POINT (-3.2266681765142495 55.93648626335662),55.93648626,-3.226668177,residential
,POINT (-3.2265282 55.93659665000001),55.93659665,-3.2265282,residential
,POINT (-3.2262355500000006 55.9368987),55.9368987,-3.22623555,residential
,POINT (-3.226201484763857 55.936958113370295),55.93695811,-3.226201485,residential
,POINT (-3.2264462533965568 55.936658491432965),55.93665849,-3.226446253,residential
,POINT (-3.2262564571715346 55.93682944109944),55.93682944,-3.226256457,residential
,POINT (-3.226843467598389 55.936326866985915),55.93632687,-3.226843468,residential
,POINT (-3.254116557857191 55.94527072675375),55.94527073,-3.254116558,residential
,POINT (-3.254246062411976 55.94516114550793),55.94516115,-3.254246062,residential
,POINT (-3.2545579877843323 55.9453775523811),55.94537755,-3.254557988,residential
,POINT (-3.254455323653233 55.9455004818311),55.94550048,-3.254455324,residential
,POINT (-3.2546637500000006 55.94564115),55.94564115,-3.25466375,residential
,POINT (-3.2545431887167604 55.945543816905435),55.94554382,-3.254543189,residential
,POINT (-3.255336393074771 55.94500865289812),55.94500865,-3.255336393,residential
,POINT (-3.2553648409571685 55.94496494114886),55.94496494,-3.255364841,residential
,POINT (-3.253666604437731 55.94596692867996),55.94596693,-3.253666604,residential
,POINT (-3.25557794894202 55.944945682280995),55.94494568,-3.255577949,residential
,POINT (-3.2556129000000027 55.94487765000001),55.94487765,-3.2556129,residential
,POINT (-3.255562183619208 55.9449091315987),55.94490913,-3.255562184,residential
,POINT (-3.252296867673122 55.94574835305851),55.94574835,-3.252296868,residential
,POINT (-3.2518207500000003 55.945601149999995),55.94560115,-3.25182075,residential
,POINT (-3.2523516874410077 55.945344359058424),55.94534436,-3.252351687,residential
,POINT (-3.251852454137223 55.94509259745455),55.9450926,-3.251852454,residential
,POINT (-3.2521449598738266 55.94572806971052),55.94572807,-3.25214496,residential
,POINT (-3.2519721031659317 55.9456333023075),55.9456333,-3.251972103,residential
,POINT (-3.2507904715512597 55.943885002711276),55.943885,-3.250790472,residential
,POINT (-3.2508344 55.94320975000001),55.94320975,-3.2508344,residential
,POINT (-3.2508805499999998 55.9438952),55.9438952,-3.25088055,residential
,POINT (-3.25011585 55.94330535),55.94330535,-3.25011585,residential
,POINT (-3.2496504999999996 55.943248999999994),55.943249,-3.2496505,residential
,POINT (-3.24975085 55.94336695),55.94336695,-3.24975085,residential
,POINT (-3.250305109498115 55.943563725588),55.94356373,-3.250305109,residential
,POINT (-3.2520016582156837 55.94314452589172),55.94314453,-3.252001658,residential
,POINT (-3.2512901561766543 55.942876429250646),55.94287643,-3.251290156,residential
,POINT (-3.251309457334952 55.94282755306662),55.94282755,-3.251309457,residential
,POINT (-3.250342849999999 55.94295759999999),55.9429576,-3.25034285,residential
,POINT (-3.2505395962331427 55.9424779358603),55.94247794,-3.250539596,residential
,POINT (-3.2508546990918497 55.94228125439705),55.94228125,-3.250854699,residential
,POINT (-3.25133804930516 55.94226493028566),55.94226493,-3.251338049,residential
,POINT (-3.181759583129712 55.94262857498484),55.94262857,-3.181759583,residential
,POINT (-3.1816709 55.94265075),55.94265075,-3.1816709,residential
,POINT (-3.181813343260093 55.94262376550819),55.94262377,-3.181813343,residential
,POINT (-3.18162992655946 55.94267093785784),55.94267094,-3.181629927,residential
,POINT (-3.1777239041740457 55.9437278291567),55.94372783,-3.177723904,residential
,POINT (-3.2522763161169954 55.94377635610987),55.94377636,-3.252276316,residential
,POINT (-3.25226961607179 55.93978589768129),55.9397859,-3.252269616,residential
,POINT (-3.2540284 55.94353529999999),55.9435353,-3.2540284,residential
,POINT (-3.252224833296524 55.93975835037248),55.93975835,-3.252224833,residential
,POINT (-3.2519280718787216 55.94033244398609),55.94033244,-3.251928072,residential
,POINT (-3.251932282268149 55.94036917402315),55.94036917,-3.251932282,residential
,POINT (-3.256561456826689 55.94251322970877),55.94251323,-3.256561457,residential
,POINT (-3.2562326647825355 55.94228831417177),55.94228831,-3.256232665,residential
,POINT (-3.2565307116715103 55.94249105422149),55.94249105,-3.256530712,residential
,POINT (-3.256192735759395 55.942263235645456),55.94226324,-3.256192736,residential
,POINT (-3.253873893994803 55.940777247470244),55.94077725,-3.253873894,residential
,POINT (-3.2539141312961433 55.94081748768274),55.94081749,-3.253914131,residential
,POINT (-3.2542594833557374 55.94035490110799),55.9403549,-3.254259483,residential
,POINT (-3.25409205 55.94024824999999),55.94024825,-3.25409205,residential
,POINT (-3.2551642334248605 55.94091515130787),55.94091515,-3.255164233,residential
,POINT (-3.1318594962866895 55.95595394933034),55.95595395,-3.131859496,residential
,POINT (-3.1312024183908225 55.95536653369733),55.95536653,-3.131202418,residential
,POINT (-3.2322420672736474 55.94607867536673),55.94607868,-3.232242067,residential
,POINT (-3.229195485381366 55.947318026882314),55.94731803,-3.229195485,residential
,POINT (-3.228071898664408 55.94660492379142),55.94660492,-3.228071899,residential
,POINT (-3.2291436762542656 55.94703872204567),55.94703872,-3.229143676,residential
,POINT (-3.2308185873637125 55.94865812366706),55.94865812,-3.230818587,residential
,POINT (-3.2322643651653475 55.946106232272996),55.94610623,-3.232264365,residential
,POINT (-3.228505739873412 55.94797523773039),55.94797524,-3.22850574,residential
,POINT (-3.231990676976261 55.94775182407203),55.94775182,-3.231990677,residential
,POINT (-3.2260275503372657 55.93797464574713),55.93797465,-3.22602755,residential
,POINT (-3.2260366225306454 55.93788138651534),55.93788139,-3.226036623,residential
,POINT (-3.2246515168864542 55.93851110102793),55.9385111,-3.224651517,residential
,POINT (-3.2245459614727348 55.93884962645532),55.93884963,-3.224545961,residential
,POINT (-3.22451765 55.93861359999999),55.9386136,-3.22451765,residential
,POINT (-3.2260068500000014 55.93813445000001),55.93813445,-3.22600685,residential
,POINT (-3.2260037499999985 55.93817000000001),55.93817,-3.22600375,residential
,POINT (-3.224669637650886 55.938845000422425),55.938845,-3.224669638,residential
,POINT (-3.2251365938499257 55.938880822888585),55.93888082,-3.225136594,residential
,POINT (-3.2245868677838447 55.938565999490706),55.938566,-3.224586868,residential
,POINT (-3.224795604436268 55.938854849890305),55.93885485,-3.224795604,residential
,POINT (-3.22494798050949 55.93886981864518),55.93886982,-3.224947981,residential
,POINT (-3.2259817444494416 55.938064851456474),55.93806485,-3.225981744,residential
,POINT (-3.2563270999999996 55.940357250000005),55.94035725,-3.2563271,residential
,POINT (-3.2549944711080885 55.93990895386837),55.93990895,-3.254994471,residential
,POINT (-3.2301324125383344 55.94656175944993),55.94656176,-3.230132413,residential
,POINT (-3.230383241026878 55.94651692702789),55.94651693,-3.230383241,residential
,POINT (-3.2314073760901247 55.946936705885946),55.94693671,-3.231407376,residential
,POINT (-3.2302169028560566 55.94592709949862),55.9459271,-3.230216903,residential
,POINT (-3.2292528034840338 55.94614252854171),55.94614253,-3.229252803,residential
,POINT (-3.2295523490580202 55.945952684172426),55.94595268,-3.229552349,residential
,POINT (-3.2592283 55.942326349999995),55.94232635,-3.2592283,residential
,POINT (-3.2579549837930033 55.94023856758363),55.94023857,-3.257954984,residential
,POINT (-3.2210202999999997 55.9241025),55.9241025,-3.2210203,residential
,POINT (-3.2216524 55.92420665),55.92420665,-3.2216524,residential
,POINT (-3.2240395439978338 55.92356415099473),55.92356415,-3.224039544,residential
,POINT (-3.21736555 55.922826150000006),55.92282615,-3.21736555,residential
,POINT (-3.2172680500000004 55.92232365000002),55.92232365,-3.21726805,residential
,POINT (-3.2119508144525994 55.923328229774114),55.92332823,-3.211950814,residential
,POINT (-3.2169800259095243 55.922355425232524),55.92235543,-3.216980026,residential
,POINT (-3.228510079974759 55.93427951763796),55.93427952,-3.22851008,residential
,POINT (-3.2289332 55.93391334999999),55.93391335,-3.2289332,residential
,POINT (-3.2287658074750913 55.93405838957945),55.93405839,-3.228765807,residential
,POINT (-3.22883552672914 55.93399789280153),55.93399789,-3.228835527,residential
,POINT (-3.2286712946408276 55.93413984373596),55.93413984,-3.228671295,residential
,POINT (-3.2286077372317923 55.93419600238742),55.934196,-3.228607737,residential
,POINT (-3.13783377755318 55.95984781357423),55.95984781,-3.137833778,residential
,POINT (-3.137831691007698 55.959945003518605),55.959945,-3.137831691,residential
,POINT (-3.137799517576935 55.9598856052267),55.95988561,-3.137799518,residential
,POINT (-3.135879960339266 55.95416388154287),55.95416388,-3.13587996,residential
,POINT (-3.230903202412351 55.946032862357384),55.94603286,-3.230903202,residential
,POINT (-3.230880998854107 55.94642378468505),55.94642378,-3.230880999,residential
,POINT (-3.2304910888931384 55.946450799406826),55.9464508,-3.230491089,residential
,POINT (-3.2305394001820846 55.946447835017416),55.94644784,-3.2305394,residential
,POINT (-3.2312554574583943 55.94601367543305),55.94601368,-3.231255457,residential
,POINT (-3.2320581738582423 55.946199020142366),55.94619902,-3.232058174,residential
,POINT (-3.2323752688179943 55.94648657061206),55.94648657,-3.232375269,residential
,POINT (-3.232409204723101 55.94657012449295),55.94657012,-3.232409205,residential
,POINT (-3.228857145103328 55.9471340292415),55.94713403,-3.228857145,residential
,POINT (-3.2291733873384114 55.947233068534246),55.94723307,-3.229173387,residential
,POINT (-3.2301417122006417 55.947374598384634),55.9473746,-3.230141712,residential
,POINT (-3.2289405654857997 55.94713999937912),55.94714,-3.228940565,residential
,POINT (-3.230246436305483 55.94736839618526),55.9473684,-3.230246436,residential
,POINT (-3.228606615641348 55.94755712572374),55.94755713,-3.228606616,residential
,POINT (-3.2283512048479017 55.947196241601766),55.94719624,-3.228351205,residential
,POINT (-3.186720982567074 55.93728437013226),55.93728437,-3.186720983,residential
,POINT (-3.1822694000000005 55.93697500000001),55.936975,-3.1822694,residential
,POINT (-3.1856703310157886 55.93670339284371),55.93670339,-3.185670331,residential
,POINT (-3.1865029458354086 55.936263671460644),55.93626367,-3.186502946,residential
,POINT (-3.1841360556265426 55.93704532468639),55.93704532,-3.184136056,residential
,POINT (-3.1852181577924004 55.93679651856257),55.93679652,-3.185218158,residential
,POINT (-3.1837302500000004 55.937036549999995),55.93703655,-3.18373025,residential
,POINT (-3.1841300500257197 55.93702892403759),55.93702892,-3.18413005,residential
,POINT (-3.184255542215385 55.93681157885129),55.93681158,-3.184255542,residential
,POINT (-3.188573843553518 55.93695047300948),55.93695047,-3.188573844,residential
,POINT (-3.190529200000001 55.93635325000001),55.93635325,-3.1905292,residential
,POINT (-3.1888961499999997 55.93773355),55.93773355,-3.18889615,residential
,POINT (-3.1877197772809973 55.93771329215689),55.93771329,-3.187719777,residential
,POINT (-3.1852883636148603 55.937034127290566),55.93703413,-3.185288364,residential
,POINT (-3.183270170735533 55.93673179598467),55.9367318,-3.183270171,residential
,POINT (-3.186619750000002 55.93712955),55.93712955,-3.18661975,residential
,POINT (-3.184184569969404 55.936560692612304),55.93656069,-3.18418457,residential
,POINT (-3.1838581274328206 55.937573721511455),55.93757372,-3.183858127,residential
,POINT (-3.1851979770491803 55.93644641336314),55.93644641,-3.185197977,residential
,POINT (-3.1844576928436883 55.93734917509372),55.93734918,-3.184457693,residential
,POINT (-3.1850645500000008 55.936898750000005),55.93689875,-3.18506455,residential
,POINT (-3.1846019 55.937117650000005),55.93711765,-3.1846019,residential
,POINT (-3.1907021801656343 55.93623951902422),55.93623952,-3.19070218,residential
,POINT (-3.185177559496404 55.93695192327198),55.93695192,-3.185177559,residential
,POINT (-3.1898431000000014 55.93598515),55.93598515,-3.1898431,residential
,POINT (-3.188711527737572 55.93778254051519),55.93778254,-3.188711528,residential
,POINT (-3.1822853295180384 55.937007402590204),55.9370074,-3.18228533,residential
,POINT (-3.181641972660422 55.93717310029609),55.9371731,-3.181641973,residential
,POINT (-3.1858845070849076 55.93680242487972),55.93680242,-3.185884507,residential
,POINT (-3.1831966379979906 55.93739442778941),55.93739443,-3.183196638,residential
,POINT (-3.189418427889486 55.93777233961204),55.93777234,-3.189418428,residential
,POINT (-3.18704475 55.937115850000005),55.93711585,-3.18704475,residential
,POINT (-3.1886823925562857 55.93778042245407),55.93778042,-3.188682393,residential
,POINT (-3.182465228019325 55.93719985297907),55.93719985,-3.182465228,residential
,POINT (-3.1870587800515007 55.93620302930528),55.93620303,-3.18705878,residential
,POINT (-3.188241449999999 55.9377428),55.9377428,-3.18824145,residential
,POINT (-3.185840877382363 55.93708754296162),55.93708754,-3.185840877,residential
,POINT (-3.18381388480404 55.93664659598222),55.9366466,-3.183813885,residential
,POINT (-3.1825895146989187 55.93784377002531),55.93784377,-3.182589515,residential
,POINT (-3.1842511027913516 55.936840306720576),55.93684031,-3.184251103,residential
,POINT (-3.185178954214791 55.937777484144554),55.93777748,-3.185178954,residential
,POINT (-3.188208747920495 55.93776588183963),55.93776588,-3.188208748,residential
,POINT (-3.183815929163512 55.93701609297119),55.93701609,-3.183815929,residential
,POINT (-3.186488780696911 55.937639085339356),55.93763909,-3.186488781,residential
,POINT (-3.18525024993592 55.93739933933525),55.93739934,-3.18525025,residential
,POINT (-3.1846057544441546 55.93727949858906),55.9372795,-3.184605754,residential
,POINT (-3.190366320267036 55.93791789849719),55.9379179,-3.19036632,residential
,POINT (-3.1903290560142863 55.93791504255386),55.93791504,-3.190329056,residential
,POINT (-3.1886763438006795 55.93714531034171),55.93714531,-3.188676344,residential
,POINT (-3.182998770440972 55.936863844026625),55.93686384,-3.18299877,residential
,POINT (-3.1876872726209067 55.93771105841891),55.93771106,-3.187687273,residential
,POINT (-3.1839057 55.93759844999999),55.93759845,-3.1839057,residential
,POINT (-3.1837648987753537 55.93700400627198),55.93700401,-3.183764899,residential
,POINT (-3.1875182355548017 55.93762903009578),55.93762903,-3.187518236,residential
,POINT (-3.1827414117163944 55.93755434436178),55.93755434,-3.182741412,residential
,POINT (-3.184311478295898 55.93680361469205),55.93680361,-3.184311478,residential
,POINT (-3.182778061379327 55.937550572062754),55.93755057,-3.182778061,residential
,POINT (-3.2554264569549223 55.941022496668985),55.9410225,-3.255426457,residential
,POINT (-3.2553861305244416 55.940117636423665),55.94011764,-3.255386131,residential
,POINT (-3.2586758999999996 55.94178305),55.94178305,-3.2586759,residential
,POINT (-3.256145699999999 55.94233175000001),55.94233175,-3.2561457,residential
,POINT (-3.2563824164695356 55.94239514828648),55.94239515,-3.256382416,residential
,POINT (-3.259118407655777 55.942066826619175),55.94206683,-3.259118408,residential
,POINT (-3.257934702879952 55.942457648250276),55.94245765,-3.257934703,residential
,POINT (-3.2561057654326206 55.94230665208566),55.94230665,-3.256105765,residential
,POINT (-3.258960263992332 55.94200621220167),55.94200621,-3.258960264,residential
,POINT (-3.259189387953478 55.94198125918609),55.94198126,-3.259189388,residential
,POINT (-3.257136949999999 55.9428374),55.9428374,-3.25713695,residential
,POINT (-3.2566295976497113 55.9425321508429),55.94253215,-3.256629598,residential
,POINT (-3.2564765436739154 55.941772848081705),55.94177285,-3.256476544,residential
,POINT (-3.2568435003481015 55.940176749794304),55.94017675,-3.2568435,residential
,POINT (-3.258878119565659 55.94202808225326),55.94202808,-3.25887812,residential
,POINT (-3.254901164637187 55.939450595587054),55.9394506,-3.254901165,residential
,POINT (-3.245516874199548 55.94387262009059),55.94387262,-3.245516874,residential
,POINT (-3.230083629840696 55.93378646193276),55.93378646,-3.23008363,residential
,POINT (-3.2450034051741303 55.94441865330743),55.94441865,-3.245003405,residential
,POINT (-3.2465566500000005 55.94429635000001),55.94429635,-3.24655665,residential
,POINT (-3.245660264008405 55.94380067234995),55.94380067,-3.245660264,residential
,POINT (-3.245877181206498 55.944005807956344),55.94400581,-3.245877181,residential
,POINT (-3.24649075 55.94429330000001),55.9442933,-3.24649075,residential
,POINT (-3.2467345500000007 55.9436435),55.9436435,-3.24673455,residential
,POINT (-3.24628875 55.9438005),55.9438005,-3.24628875,residential
,POINT (-3.24609616443273 55.94429547172386),55.94429547,-3.246096164,residential
,POINT (-3.24733539145245 55.94408954459466),55.94408954,-3.247335391,residential
,POINT (-3.247320554786918 55.94419127708389),55.94419128,-3.247320555,residential
,POINT (-3.2450451499999997 55.94412504999999),55.94412505,-3.24504515,residential
,POINT (-3.245258848386137 55.94412389544153),55.9441239,-3.245258848,residential
,POINT (-3.2470085506613757 55.94433874998801),55.94433875,-3.247008551,residential
,POINT (-3.2467075627523774 55.944026284054615),55.94402628,-3.246707563,residential
,POINT (-3.2451520564094123 55.943960227685594),55.94396023,-3.245152056,residential
,POINT (-3.2472427175667837 55.944038822003954),55.94403882,-3.247242718,residential
,POINT (-3.2461857085640617 55.94394629572736),55.9439463,-3.246185709,residential
,POINT (-3.2461989038439287 55.944262790418485),55.94426279,-3.246198904,residential
,POINT (-3.2466176868822214 55.943966967158175),55.94396697,-3.246617687,residential
,POINT (-3.247427972964911 55.942320453315595),55.94232045,-3.247427973,residential
,POINT (-3.2473982784059356 55.942583697890996),55.9425837,-3.247398278,residential
,POINT (-3.2357486999999994 55.9443339),55.9443339,-3.2357487,residential
,POINT (-3.235724600371331 55.9443754348091),55.94437543,-3.2357246,residential
,POINT (-3.2359891726405876 55.9439480521062),55.94394805,-3.235989173,residential
,POINT (-3.23597215664393 55.94401049811629),55.9440105,-3.235972157,residential
,POINT (-3.1882941225941366 55.93544999809811),55.93545,-3.188294123,residential
,POINT (-3.19263105 55.9355741),55.9355741,-3.19263105,residential
,POINT (-3.1915067290999932 55.936195865848305),55.93619587,-3.191506729,residential
,POINT (-3.182484112970116 55.93639667032595),55.93639667,-3.182484113,residential
,POINT (-3.1861551 55.93583655000001),55.93583655,-3.1861551,residential
,POINT (-3.18723335 55.93432085),55.93432085,-3.18723335,residential
,POINT (-3.1908850601111562 55.93315839856426),55.9331584,-3.19088506,residential
,POINT (-3.1824298798022186 55.93640600289125),55.936406,-3.18242988,residential
,POINT (-3.1923217500000005 55.936468000000005),55.936468,-3.19232175,residential
,POINT (-3.189338212309944 55.935270832935814),55.93527083,-3.189338212,residential
,POINT (-3.1830043358421776 55.93633182956601),55.93633183,-3.183004336,residential
,POINT (-3.188434424346675 55.93358804994762),55.93358805,-3.188434424,residential
,POINT (-3.1868979499999996 55.93428575000001),55.93428575,-3.18689795,residential
,POINT (-3.184436293030808 55.93612024678927),55.93612025,-3.184436293,residential
,POINT (-3.1873306744984866 55.93395873570109),55.93395874,-3.187330674,residential
,POINT (-3.1933203526087257 55.93446992531784),55.93446993,-3.193320353,residential
,POINT (-3.18845466470796 55.934432668753836),55.93443267,-3.188454665,residential
,POINT (-3.188971390727996 55.93496150376855),55.9349615,-3.188971391,residential
,POINT (-3.1844647488409716 55.93605671551741),55.93605672,-3.184464749,residential
,POINT (-3.189480703117088 55.93526203696094),55.93526204,-3.189480703,residential
,POINT (-3.187595867578801 55.93424168228929),55.93424168,-3.187595868,residential
,POINT (-3.188982379891803 55.93365125465617),55.93365125,-3.18898238,residential
,POINT (-3.1907235 55.93325005),55.93325005,-3.1907235,residential
,POINT (-3.186164499999998 55.93585550000001),55.9358555,-3.1861645,residential
,POINT (-3.1865341720086007 55.93585705132438),55.93585705,-3.186534172,residential
,POINT (-3.1887805058308816 55.934802653962834),55.93480265,-3.188780506,residential
,POINT (-3.1890062981878438 55.935297132432424),55.93529713,-3.189006298,residential
,POINT (-3.1889154989398345 55.93473635562383),55.93473636,-3.188915499,residential
,POINT (-3.192377331514884 55.93515461461145),55.93515461,-3.192377332,residential
,POINT (-3.183455320078977 55.9363690114323),55.93636901,-3.18345532,residential
,POINT (-3.1899321488708874 55.933462896465116),55.9334629,-3.189932149,residential
,POINT (-3.1896201468423535 55.933531450375966),55.93353145,-3.189620147,residential
,POINT (-3.192692271908338 55.935404797502834),55.9354048,-3.192692272,residential
,POINT (-3.181781382569876 55.93652480116701),55.9365248,-3.181781383,residential
,POINT (-3.1818014903030147 55.93655486326409),55.93655486,-3.18180149,residential
,POINT (-3.188317632189213 55.9350373258039),55.93503733,-3.188317632,residential
,POINT (-3.1889526019906462 55.93361023672117),55.93361024,-3.188952602,residential
,POINT (-3.2103564809076603 55.929734735182535),55.92973474,-3.210356481,residential
,POINT (-3.21049345 55.929715000000016),55.929715,-3.21049345,residential
,POINT (-3.237428874331426 55.94388095323894),55.94388095,-3.237428874,residential
,POINT (-3.238010918922239 55.94381795563194),55.94381796,-3.238010919,residential
,POINT (-3.2201098355223183 55.92437972647282),55.92437973,-3.220109836,residential
,POINT (-3.2365356799463103 55.94423239685197),55.9442324,-3.23653568,residential
,POINT (-3.188036738292868 55.932947530068375),55.93294753,-3.188036738,residential
,POINT (-3.1831518987850917 55.93465774755299),55.93465775,-3.183151899,residential
,POINT (-3.184612771009768 55.93523836849613),55.93523837,-3.184612771,residential
,POINT (-3.1807987088886676 55.93489905667539),55.93489906,-3.180798709,residential
,POINT (-3.1850212325035883 55.935587707367866),55.93558771,-3.185021233,residential
,POINT (-3.181855399999999 55.935096699999995),55.9350967,-3.1818554,residential
,POINT (-3.1863965698936667 55.93497850924107),55.93497851,-3.18639657,residential
,POINT (-3.186285339056829 55.93485966653598),55.93485967,-3.186285339,residential
,POINT (-3.182703916310772 55.93511594025613),55.93511594,-3.182703916,residential
,POINT (-3.187278191477119 55.933376729996795),55.93337673,-3.187278191,residential
,POINT (-3.1831902500000004 55.93596300000001),55.935963,-3.18319025,residential
,POINT (-3.1831388999999994 55.93597395),55.93597395,-3.1831389,residential
,POINT (-3.1829138500000003 55.93553180000001),55.9355318,-3.18291385,residential
,POINT (-3.1817626 55.93486099999999),55.934861,-3.1817626,residential
,POINT (-3.186014368720122 55.935722959266734),55.93572296,-3.186014369,residential
,POINT (-3.1810307810457883 55.93537315126559),55.93537315,-3.181030781,residential
,POINT (-3.1811382999999998 55.935614199999996),55.9356142,-3.1811383,residential
,POINT (-3.1866063440517802 55.93349590495182),55.9334959,-3.186606344,residential
,POINT (-3.1870565784472533 55.93558401923427),55.93558402,-3.187056578,residential
,POINT (-3.1839635057069633 55.93580741406358),55.93580741,-3.183963506,residential
,POINT (-3.19239085 55.932525700000014),55.9325257,-3.19239085,residential
,POINT (-3.18110215 55.93534615000001),55.93534615,-3.18110215,residential
