name,geometry,lat,lon,category
,POINT (-3.2346693000000006 55.9605532),55.9605532,-3.2346693,residential
,POINT (-3.2325563295281445 55.96066865077619),55.96066865,-3.23255633,residential
,POINT (-3.2381627132273056 55.96125853230012),55.96125853,-3.238162713,residential
,POINT (-3.2382714464195077 55.95887176914744),55.95887177,-3.238271446,residential
,POINT (-3.238173716719347 55.95847080957554),55.95847081,-3.238173717,residential
,POINT (-3.2380933310258606 55.96097276499855),55.96097276,-3.238093331,residential
,POINT (-3.236859944216713 55.960292426793714),55.96029243,-3.236859944,residential
,POINT (-3.2322924270195275 55.96068655400797),55.96068655,-3.232292427,residential
,POINT (-3.2384028499999995 55.958908000000015),55.958908,-3.23840285,residential
,POINT (-3.2382897928423207 55.9614773660537),55.96147737,-3.238289793,residential
,POINT (-3.2384557364713835 55.96191746759609),55.96191747,-3.238455736,residential
,POINT (-3.2324114499999994 55.96062775000001),55.96062775,-3.23241145,residential
,POINT (-3.2379963500000004 55.960595),55.960595,-3.23799635,residential
,POINT (-3.232848462717646 55.96059826964239),55.96059827,-3.232848463,residential
,POINT (-3.23832 55.95931215),55.95931215,-3.23832,residential
,POINT (-3.237935964498337 55.958110418372996),55.95811042,-3.237935964,residential
,POINT (-3.235029149999998 55.960518650000004),55.96051865,-3.23502915,residential
,POINT (-3.234550999737886 55.9605727243726),55.96057272,-3.234551,residential
,POINT (-3.2382631500000003 55.95948865),55.95948865,-3.23826315,residential
,POINT (-3.238478074405169 55.96200937061041),55.96200937,-3.238478074,residential
,POINT (-3.238125631491592 55.95821865411722),55.95821865,-3.238125631,residential
,POINT (-3.2327576500000004 55.96066),55.96066,-3.23275765,residential
,POINT (-3.2379981499999997 55.96074409999999),55.9607441,-3.23799815,residential
,POINT (-3.2340805563234594 55.96051982237988),55.96051982,-3.234080556,residential
,POINT (-3.2382991038580036 55.958595374585194),55.95859537,-3.238299104,residential
,POINT (-3.238076514162349 55.96092697100913),55.96092697,-3.238076514,residential
,POINT (-3.2381029713552345 55.96086489749257),55.9608649,-3.238102971,residential
,POINT (-3.2380189296001025 55.96102620143586),55.9610262,-3.23801893,residential
,POINT (-3.2382937858169285 55.96166201167196),55.96166201,-3.238293786,residential
,POINT (-3.238361223043309 55.95873614549811),55.95873615,-3.238361223,residential
,POINT (-3.2367874498793268 55.96029436844744),55.96029437,-3.23678745,residential
,POINT (-3.2303181500000004 55.9609038),55.9609038,-3.23031815,residential
,POINT (-3.2301454510234837 55.96092096865433),55.96092097,-3.230145451,residential
,POINT (-3.238511727582528 55.96214265320401),55.96214265,-3.238511728,residential
,POINT (-3.23364315 55.96055249999999),55.9605525,-3.23364315,residential
,POINT (-3.2307442500000003 55.960835),55.960835,-3.23074425,residential
,POINT (-3.2382735886184966 55.95852020934767),55.95852021,-3.238273589,residential
,POINT (-3.2383064222821147 55.95924628652018),55.95924629,-3.238306422,residential
,POINT (-3.235365045280206 55.960475100253696),55.9604751,-3.235365045,residential
,POINT (-3.2303760516765787 55.960902299713155),55.9609023,-3.230376052,residential
,POINT (-3.2380149195735477 55.96080723064169),55.96080723,-3.23801492,residential
,POINT (-3.2384508921065014 55.96169922511566),55.96169923,-3.238450892,residential
,POINT (-3.2383117471710388 55.961532914117484),55.96153291,-3.238311747,residential
,POINT (-3.2381405949473323 55.96115049879602),55.9611505,-3.238140595,residential
,POINT (-3.238028758891958 55.96088897218923),55.96088897,-3.238028759,residential
,POINT (-3.234126749143192 55.960519544750134),55.96051954,-3.234126749,residential
,POINT (-3.234610075850468 55.96057125727831),55.96057126,-3.234610076,residential
,POINT (-3.23815551675919 55.95850330251669),55.9585033,-3.238155517,residential
Oxgangs Library,POINT (-3.223430257696387 55.905290960010504),55.90529096,-3.223430258,library
,POINT (-3.2056738 55.92718350000001),55.9271835,-3.2056738,residential
,POINT (-3.238892248831985 55.961037600280115),55.9610376,-3.238892249,residential
,POINT (-3.2386392495595215 55.96016651987049),55.96016652,-3.23863925,residential
,POINT (-3.2383689 55.95981055),55.95981055,-3.2383689,residential
,POINT (-3.2388031874144385 55.96078126789427),55.96078127,-3.238803187,residential
,POINT (-3.238806899999998 55.96014640000001),55.9601464,-3.2388069,residential
,POINT (-3.2389333713604476 55.96112579541289),55.9611258,-3.238933371,residential
,POINT (-3.2387363298152105 55.96076675055704),55.96076675,-3.23873633,residential
,POINT (-3.2390294882281534 55.96099498002649),55.96099498,-3.239029488,residential
,POINT (-3.238918236315169 55.960977742332766),55.96097774,-3.238918236,residential
,POINT (-3.2388257226252146 55.96086773810904),55.96086774,-3.238825723,residential
,POINT (-3.238462568742378 55.95988259529606),55.9598826,-3.238462569,residential
,POINT (-3.2389471175016022 55.96118019328889),55.96118019,-3.238947118,residential
,POINT (-3.168153638872038 55.9164944280392),55.91649443,-3.168153639,residential
,POINT (-3.1679513725755717 55.917736406620165),55.91773641,-3.167951373,residential
,POINT (-3.168224836046034 55.91653632916094),55.91653633,-3.168224836,residential
,POINT (-3.168054150000001 55.91739770000001),55.9173977,-3.16805415,residential
,POINT (-3.1680862999999992 55.917254549999996),55.91725455,-3.1680863,residential
,POINT (-3.167926398337275 55.916054151989435),55.91605415,-3.167926398,residential
,POINT (-3.167902700000001 55.9161576),55.9161576,-3.1679027,residential
,POINT (-3.1679883649076146 55.91762516753316),55.91762517,-3.167988365,residential
,POINT (-3.1681356000000003 55.91710495),55.91710495,-3.1681356,residential
,POINT (-3.1681220243018586 55.91715000184346),55.91715,-3.168122024,residential
,POINT (-3.2271555029578605 55.93609304918482),55.93609305,-3.227155503,residential
,POINT (-3.239116099969602 55.961620845862974),55.96162085,-3.2391161,residential
,POINT (-3.2398475859528886 55.96085263181252),55.96085263,-3.239847586,residential
,POINT (-3.2408205999999997 55.96143299999999),55.961433,-3.2408206,residential
,POINT (-3.2396324809283787 55.96082094851726),55.96082095,-3.239632481,residential
,POINT (-3.2412920822998 55.96105537363691),55.96105537,-3.241292082,residential
,POINT (-3.2401975023332032 55.96155647792364),55.96155648,-3.240197502,residential
,POINT (-3.2393876206797305 55.96156603559455),55.96156604,-3.239387621,residential
,POINT (-3.2405684433426662 55.96090212288386),55.96090212,-3.240568443,residential
,POINT (-3.2403859500000003 55.961113000000005),55.961113,-3.24038595,residential
,POINT (-3.2400275823641933 55.96167470115802),55.9616747,-3.240027582,residential
,POINT (-3.239740040812231 55.96086502036704),55.96086502,-3.239740041,residential
,POINT (-3.239885007467753 55.961727567973526),55.96172757,-3.239885007,residential
,POINT (-3.23943365 55.96132299999999),55.961323,-3.23943365,residential
,POINT (-3.240026020174221 55.961192648069726),55.96119265,-3.24002602,residential
,POINT (-3.240402210718266 55.96151633251286),55.96151633,-3.240402211,residential
,POINT (-3.2396644 55.9612057),55.9612057,-3.2396644,residential
,POINT (-3.2412240999999993 55.96116790000001),55.9611679,-3.2412241,residential
,POINT (-3.239811 55.961130600000004),55.9611306,-3.239811,residential
,POINT (-3.2410546140608285 55.96134690536451),55.96134691,-3.241054614,residential
,POINT (-3.2394207904089254 55.96078637354398),55.96078637,-3.23942079,residential
,POINT (-3.2413179500000004 55.96091805000001),55.96091805,-3.24131795,residential
,POINT (-3.2406448398139194 55.96103927854084),55.96103928,-3.24064484,residential
,POINT (-3.2404926887290113 55.96149910139281),55.9614991,-3.240492689,residential
,POINT (-3.2394680605956765 55.96141283241199),55.96141283,-3.239468061,residential
,POINT (-3.2391645011089265 55.96169163252685),55.96169163,-3.239164501,residential
,POINT (-3.2391399316666294 55.9614896033957),55.9614896,-3.239139932,residential
,POINT (-3.240663219500314 55.96146925529531),55.96146926,-3.24066322,residential
,POINT (-3.2401065518618184 55.96118215406636),55.96118215,-3.240106552,residential
,POINT (-3.2390830473894874 55.961701513319966),55.96170151,-3.239083047,residential
,POINT (-3.2393638 55.96150405),55.96150405,-3.2393638,residential
,POINT (-3.2412015697257606 55.96129677797272),55.96129678,-3.24120157,residential
,POINT (-3.2411276295446956 55.96129710479761),55.9612971,-3.24112763,residential
,POINT (-3.23983480932034 55.96116691987605),55.96116692,-3.239834809,residential
,POINT (-3.240595082866542 55.96152620309419),55.9615262,-3.240595083,residential
,POINT (-3.240255762434818 55.96113395664679),55.96113396,-3.240255762,residential
,POINT (-3.239432668957925 55.96144541825422),55.96144542,-3.239432669,residential
,POINT (-3.1639557623519554 55.91609170089407),55.9160917,-3.163955762,residential
,POINT (-3.167854483554207 55.91613689922534),55.9161369,-3.167854484,residential
,POINT (-3.163294729486302 55.91562313793525),55.91562314,-3.163294729,residential
,POINT (-3.16783285 55.916093000000004),55.916093,-3.16783285,residential
,POINT (-3.1648608048942735 55.91485530241447),55.9148553,-3.164860805,residential
,POINT (-3.1648766499999996 55.91630959999999),55.9163096,-3.16487665,residential
,POINT (-3.1678322000000003 55.9190305),55.9190305,-3.1678322,residential
,POINT (-3.1649326500000003 55.9147626),55.9147626,-3.16493265,residential
,POINT (-3.1633414999999996 55.91531615),55.91531615,-3.1633415,residential
,POINT (-3.1680587670470097 55.91631862350096),55.91631862,-3.168058767,residential
,POINT (-3.1661176307274093 55.91705149621141),55.9170515,-3.166117631,residential
,POINT (-3.1647693526248815 55.91462156716958),55.91462157,-3.164769353,residential
,POINT (-3.165578118101199 55.91600339771518),55.9160034,-3.165578118,residential
,POINT (-3.167821550000001 55.91896495000001),55.91896495,-3.16782155,residential
,POINT (-3.1650649030602485 55.9148763672192),55.91487637,-3.165064903,residential
,POINT (-3.165118900000002 55.916725250000006),55.91672525,-3.1651189,residential
,POINT (-3.1644899685803973 55.91506357835836),55.91506358,-3.164489969,residential
,POINT (-3.16490535 55.91473899999999),55.914739,-3.16490535,residential
,POINT (-3.1652141288253355 55.9150051353344),55.91500514,-3.165214129,residential
,POINT (-3.1649235000000004 55.9148329),55.9148329,-3.1649235,residential
,POINT (-3.1637847999999993 55.91627575),55.91627575,-3.1637848,residential
,POINT (-3.1647701500000003 55.916130599999995),55.9161306,-3.16477015,residential
,POINT (-3.16449885 55.91709465000001),55.91709465,-3.16449885,residential
,POINT (-3.165090446893726 55.914898432771494),55.91489843,-3.165090447,residential
,POINT (-3.1658191500000004 55.91651770000001),55.9165177,-3.16581915,residential
,POINT (-3.1639951908458306 55.915412963374095),55.91541296,-3.163995191,residential
,POINT (-3.1643255499999996 55.9168799),55.9168799,-3.16432555,residential
,POINT (-3.16354625 55.91587025),55.91587025,-3.16354625,residential
,POINT (-3.1640378039133146 55.916346917847804),55.91634692,-3.164037804,residential
,POINT (-3.1681946833312 55.91679672312369),55.91679672,-3.168194683,residential
,POINT (-3.165438672980571 55.915886568227926),55.91588657,-3.165438673,residential
,POINT (-3.16443625 55.9170214),55.9170214,-3.16443625,residential
,POINT (-3.1636276550788 55.91607030301761),55.9160703,-3.163627655,residential
,POINT (-3.1645337287606394 55.917128675667605),55.91712868,-3.164533729,residential
,POINT (-3.167946549657665 55.91720094947017),55.91720095,-3.16794655,residential
,POINT (-3.164977623284426 55.916459554929595),55.91645955,-3.164977623,residential
,POINT (-3.164544563712886 55.91510437081152),55.91510437,-3.164544564,residential
,POINT (-3.163275046729647 55.91569252639975),55.91569253,-3.163275047,residential
,POINT (-3.1660845523659513 55.916964056182366),55.91696406,-3.166084552,residential
,POINT (-3.1651395261616417 55.916864460717875),55.91686446,-3.165139526,residential
,POINT (-3.16461795516763 55.915153534248724),55.91515353,-3.164617955,residential
,POINT (-3.1645362720129193 55.91591394131361),55.91591394,-3.164536272,residential
,POINT (-3.1637087956470458 55.91606189742096),55.9160619,-3.163708796,residential
,POINT (-3.1677441774862367 55.91602442086118),55.91602442,-3.167744177,residential
,POINT (-3.1655835620426336 55.9160468547408),55.91604685,-3.165583562,residential
,POINT (-3.1659393034137038 55.916774891687034),55.91677489,-3.165939303,residential
,POINT (-3.1657282364407124 55.916295466412386),55.91629547,-3.165728236,residential
,POINT (-3.2337090492632115 55.933740895136545),55.9337409,-3.233709049,residential
,POINT (-3.1149387821714347 55.95460348213195),55.95460348,-3.114938782,residential
,POINT (-3.1093088354471474 55.95077358505183),55.95077359,-3.109308835,residential
,POINT (-3.107493413747031 55.950318300108854),55.9503183,-3.107493414,residential
,POINT (-3.098684737828151 55.948850324783),55.94885032,-3.098684738,residential
,POINT (-3.1074740722460175 55.95031321827313),55.95031322,-3.107474072,residential
,POINT (-3.2408523215393616 55.93710745602939),55.93710746,-3.240852322,residential
,POINT (-3.240620448124312 55.93699116668907),55.93699117,-3.240620448,residential
,POINT (-3.243574253534697 55.93413134498342),55.93413134,-3.243574254,residential
,POINT (-3.0978320791474196 55.948678579792855),55.94867858,-3.097832079,residential
,POINT (-3.168219025564804 55.91550238157947),55.91550238,-3.168219026,residential
,POINT (-3.166694833845242 55.91527165311559),55.91527165,-3.166694834,residential
,POINT (-3.1675464127274853 55.91538233082369),55.91538233,-3.167546413,residential
,POINT (-3.166935434121864 55.915474853491034),55.91547485,-3.166935434,residential
,POINT (-3.16711045 55.9176614),55.9176614,-3.16711045,residential
,POINT (-3.1667807874065192 55.9179451725598),55.91794517,-3.166780787,residential
,POINT (-3.167647150000001 55.915045400000004),55.9150454,-3.16764715,residential
,POINT (-3.1675912499999996 55.91523390000001),55.9152339,-3.16759125,residential
,POINT (-3.1671448779996245 55.91746579800666),55.9174658,-3.167144878,residential
,POINT (-3.1657670164457583 55.91379759949415),55.9137976,-3.165767016,residential
,POINT (-3.1671279231081098 55.91489605989627),55.91489606,-3.167127923,residential
,POINT (-3.1666163335864277 55.91520765266762),55.91520765,-3.166616334,residential
,POINT (-3.1665184787318843 55.91514346952898),55.91514347,-3.166518479,residential
,POINT (-3.1657930027428347 55.91454986721919),55.91454987,-3.165793003,residential
,POINT (-3.16802115 55.915823550000006),55.91582355,-3.16802115,residential
,POINT (-3.1662635981510645 55.91581381634623),55.91581382,-3.166263598,residential
,POINT (-3.1670659275296598 55.91783844596096),55.91783845,-3.167065928,residential
,POINT (-3.1661340740942023 55.914843116002416),55.91484312,-3.166134074,residential
,POINT (-3.167100600000001 55.9177282),55.9177282,-3.1671006,residential
,POINT (-3.166819934136078 55.915395653512014),55.91539565,-3.166819934,residential
,POINT (-3.167224229355925 55.917303836558496),55.91730384,-3.167224229,residential
,POINT (-3.1671235500000012 55.917614050000005),55.91761405,-3.16712355,residential
,POINT (-3.1647157574587803 55.91352916729186),55.91352917,-3.164715757,residential
,POINT (-3.1681060357099167 55.91564881959187),55.91564882,-3.168106036,residential
,POINT (-3.1676402999999995 55.91506665),55.91506665,-3.1676403,residential
,POINT (-3.166173103188727 55.91405311381248),55.91405311,-3.166173103,residential
,POINT (-3.1675771695908357 55.91525635249678),55.91525635,-3.16757717,residential
,POINT (-3.165184799999999 55.91309149999999),55.9130915,-3.1651848,residential
,POINT (-3.16678085 55.915296049999995),55.91529605,-3.16678085,residential
,POINT (-3.167138963210524 55.91748944333757),55.91748944,-3.167138963,residential
,POINT (-3.168224707064824 55.915592830619694),55.91559283,-3.168224707,residential
,POINT (-3.165044966816598 55.91314264979168),55.91314265,-3.165044967,residential
,POINT (-3.1672620499999997 55.91717785),55.91717785,-3.16726205,residential
,POINT (-3.1643454766467207 55.913395635880974),55.91339564,-3.164345477,residential
,POINT (-3.1660818499999994 55.9141967),55.9141967,-3.16608185,residential
,POINT (-3.164700025606832 55.91365803829428),55.91365804,-3.164700026,residential
,POINT (-3.1675159145398304 55.915496799071924),55.9154968,-3.167515915,residential
,POINT (-3.1661176330227594 55.91482975056142),55.91482975,-3.166117633,residential
,POINT (-3.167060280692479 55.917811014919955),55.91781101,-3.167060281,residential
,POINT (-3.166346678011347 55.9151207162737),55.91512072,-3.166346678,residential
,POINT (-3.1664939737176874 55.915109981152504),55.91510998,-3.166493974,residential
,POINT (-3.1668519000000006 55.9179073),55.9179073,-3.1668519,residential
,POINT (-3.1660876195144185 55.914801328547476),55.91480133,-3.16608762,residential
,POINT (-3.165566524436104 55.913902214931205),55.91390221,-3.165566524,residential
,POINT (-3.1675141509197737 55.9154195819326),55.91541958,-3.167514151,residential
,POINT (-3.1674062578434374 55.91572735832992),55.91572736,-3.167406258,residential
,POINT (-3.1663564134144395 55.915016061195544),55.91501606,-3.166356413,residential
,POINT (-3.168034224569569 55.91589954762608),55.91589955,-3.168034225,residential
,POINT (-3.167937899872534 55.91580510843851),55.91580511,-3.1679379,residential
,POINT (-3.1674760384943697 55.915720598493465),55.9157206,-3.167476038,residential
,POINT (-3.1672045819774537 55.91736154025134),55.91736154,-3.167204582,residential
,POINT (-3.166751634679334 55.915309139267485),55.91530914,-3.166751635,residential
,POINT (-3.166014959485608 55.914744506190445),55.91474451,-3.166014959,residential
,POINT (-3.164972404732197 55.91383504697416),55.91383505,-3.164972405,residential
,POINT (-3.168072874226257 55.91591522353045),55.91591522,-3.168072874,residential
,POINT (-3.1654877451711614 55.91362683764296),55.91362684,-3.165487745,residential
,POINT (-3.1648561438931004 55.91375988857042),55.91375989,-3.164856144,residential
,POINT (-3.164764906696311 55.91322874335655),55.91322874,-3.164764907,residential
,POINT (-3.127401176215826 55.942315923383816),55.94231592,-3.127401176,residential
,POINT (-3.1217324499999997 55.941531000000005),55.941531,-3.12173245,residential
,POINT (-3.263401866526872 55.92887505030631),55.92887505,-3.263401867,residential
,POINT (-3.2583051999999997 55.92945770000001),55.9294577,-3.2583052,residential
,POINT (-3.257869150000002 55.929508950000006),55.92950895,-3.25786915,residential
,POINT (-3.260503160732688 55.92939858056767),55.92939858,-3.260503161,residential
,POINT (-3.2632439000000004 55.9289441),55.9289441,-3.2632439,residential
,POINT (-3.2588378500000004 55.92950795),55.92950795,-3.25883785,residential
,POINT (-3.256718 55.928587549999996),55.92858755,-3.256718,residential
,POINT (-3.257234729958909 55.92822242943915),55.92822243,-3.25723473,residential
,POINT (-3.2590009118067558 55.92944412408412),55.92944412,-3.259000912,residential
,POINT (-3.2623118427069975 55.92925307797181),55.92925308,-3.262311843,residential
,POINT (-3.2596772500000006 55.92945865000001),55.92945865,-3.25967725,residential
,POINT (-3.2581957228832055 55.929469223759746),55.92946922,-3.258195723,residential
,POINT (-3.262869202450309 55.9291817337933),55.92918173,-3.262869202,residential
,POINT (-3.2624030219103033 55.92929378757818),55.92929379,-3.262403022,residential
,POINT (-3.2587052597477495 55.92944168022747),55.92944168,-3.25870526,residential
,POINT (-3.262205439268695 55.929262187227906),55.92926219,-3.262205439,residential
,POINT (-3.257304400337588 55.928167516598634),55.92816752,-3.2573044,residential
,POINT (-3.2622604706466785 55.929257536260884),55.92925754,-3.262260471,residential
,POINT (-3.258615013467708 55.92944382396868),55.92944382,-3.258615013,residential
,POINT (-3.1333044663838208 55.96408097967755),55.96408098,-3.133304466,residential
,POINT (-3.1325861956257386 55.96361299152058),55.96361299,-3.132586196,residential
,POINT (-3.132699963885898 55.96360669869319),55.9636067,-3.132699964,residential
,POINT (-3.132222665490349 55.9631900743463),55.96319007,-3.132222665,residential
,POINT (-3.132517581858762 55.96343794205869),55.96343794,-3.132517582,residential
Carrick Knowe Primary School,POINT (-3.273254727406714 55.938349024301914),55.93834902,-3.273254727,school
,POINT (-3.20857275 55.97360615),55.97360615,-3.20857275,residential
,POINT (-3.207852643714571 55.973377916100915),55.97337792,-3.207852644,residential
,POINT (-3.2080754293620566 55.97319291445791),55.97319291,-3.208075429,residential
,POINT (-3.2084297891145295 55.97335912993162),55.97335913,-3.208429789,residential
,POINT (-3.2086171283041667 55.97368038057312),55.97368038,-3.208617128,residential
,POINT (-3.2083988999999984 55.97330600000001),55.973306,-3.2083989,residential
,POINT (-3.2073460862456544 55.97494131155477),55.97494131,-3.207346086,residential
,POINT (-3.2079390781035295 55.97352443075419),55.97352443,-3.207939078,residential
,POINT (-3.2076597208608 55.973243785708696),55.97324379,-3.207659721,residential
,POINT (-3.2079253692653906 55.97350154832806),55.97350155,-3.207925369,residential
,POINT (-3.208471 55.9734303),55.9734303,-3.208471,residential
,POINT (-3.208364319920492 55.97323944728172),55.97323945,-3.20836432,residential
,POINT (-3.2085435 55.97355595),55.97355595,-3.2085435,residential
,POINT (-3.2080108309149242 55.97364635148382),55.97364635,-3.208010831,residential
,POINT (-3.20756199115329 55.97489672359584),55.97489672,-3.207561991,residential
,POINT (-3.2085563217899944 55.97357791940482),55.97357792,-3.208556322,residential
,POINT (-3.2084839999999986 55.973452599999995),55.9734526,-3.208484,residential
,POINT (-3.2081150500000004 55.9731881),55.9731881,-3.20811505,residential
,POINT (-3.20841205 55.97332864999999),55.97332865,-3.20841205,residential
,POINT (-3.2079979692412413 55.973624898350366),55.9736249,-3.207997969,residential
,POINT (-3.2082929499999997 55.97311440000001),55.9731144,-3.20829295,residential
,POINT (-3.20789155 55.9732153),55.9732153,-3.20789155,residential
,POINT (-3.2076052705050686 55.974888077890604),55.97488808,-3.207605271,residential
,POINT (-3.2078653538478337 55.973399408165726),55.97339941,-3.207865354,residential
,POINT (-3.2078107386817023 55.97331960655927),55.97331961,-3.207810739,residential
,POINT (-3.208307100000001 55.97313865),55.97313865,-3.2083071,residential
,POINT (-3.2083390999999994 55.97371699999999),55.973717,-3.2083391,residential
,POINT (-3.2076185798923462 55.97324876482657),55.97324876,-3.20761858,residential
,POINT (-3.207849158890099 55.97322047130909),55.97322047,-3.207849159,residential
,POINT (-3.20837954255072 55.973709791506806),55.97370979,-3.208379543,residential
,POINT (-3.2080277520871054 55.973773206584056),55.97377321,-3.208027752,residential
,POINT (-3.2078246349449158 55.97332999652908),55.97333,-3.207824635,residential
,POINT (-3.2086294488606044 55.973701441387156),55.97370144,-3.208629449,residential
,POINT (-3.207985494983822 55.973780643930425),55.97378064,-3.207985495,residential
,POINT (-3.2078372563637796 55.97475586463585),55.97475586,-3.207837256,residential
,POINT (-3.2117833280161237 55.97071335492524),55.97071335,-3.211783328,residential
,POINT (-3.2118210888751895 55.97070942807161),55.97070943,-3.211821089,residential
,POINT (-3.2125274895598355 55.9712207023958),55.9712207,-3.21252749,residential
,POINT (-3.2125181109531 55.97118482646643),55.97118483,-3.212518111,residential
,POINT (-3.169898959482015 55.97109788149381),55.97109788,-3.169898959,residential
,POINT (-3.1735096765367157 55.97241286257727),55.97241286,-3.173509677,residential
,POINT (-3.173251035577332 55.97214177274225),55.97214177,-3.173251036,residential
,POINT (-3.1695967999999994 55.9713351),55.9713351,-3.1695968,residential
,POINT (-3.1732736772687904 55.972045545351065),55.97204555,-3.173273677,residential
,POINT (-3.1733030587432567 55.97234019539386),55.9723402,-3.173303059,residential
,POINT (-3.2787010499999987 55.943183299999994),55.9431833,-3.27870105,residential
,POINT (-3.277493778320922 55.943029496255996),55.9430295,-3.277493778,residential
,POINT (-3.2778997500000004 55.942772550000015),55.94277255,-3.27789975,residential
,POINT (-3.278611820939042 55.94317232878494),55.94317233,-3.278611821,residential
,POINT (-3.278878474634924 55.94320807087727),55.94320807,-3.278878475,residential
,POINT (-3.2770778000000003 55.9429836),55.9429836,-3.2770778,residential
,POINT (-3.2781436974727334 55.94273429180172),55.94273429,-3.278143697,residential
,POINT (-3.2780529121900708 55.94280535918341),55.94280536,-3.278052912,residential
,POINT (-3.277102823286091 55.94379935548958),55.94379936,-3.277102823,residential
,POINT (-3.277433191833268 55.94389587257665),55.94389587,-3.277433192,residential
,POINT (-3.2770417491875294 55.943832595365556),55.9438326,-3.277041749,residential
,POINT (-3.2775950561548672 55.94393453329591),55.94393453,-3.277595056,residential
,POINT (-3.2761435732610296 55.94460175550526),55.94460176,-3.276143573,residential
,POINT (-3.275484190657802 55.94446252503467),55.94446253,-3.275484191,residential
,POINT (-3.2748301499999997 55.94419895000001),55.94419895,-3.27483015,residential
,POINT (-3.2755386408689455 55.94436632061347),55.94436632,-3.275538641,residential
,POINT (-3.2790056828888496 55.94480873304116),55.94480873,-3.279005683,residential
,POINT (-3.2761054735028163 55.94467877586149),55.94467878,-3.276105474,residential
,POINT (-3.2754245431624525 55.94472807477931),55.94472807,-3.275424543,residential
,POINT (-3.254812480806733 55.95916126796276),55.95916127,-3.254812481,residential
,POINT (-3.2531178282865265 55.95844673306898),55.95844673,-3.253117828,residential
,POINT (-3.2535407155228664 55.95829471887835),55.95829472,-3.253540716,residential
,POINT (-3.2535602752007433 55.957561143329954),55.95756114,-3.253560275,residential
,POINT (-3.253091287819311 55.95846651604461),55.95846652,-3.253091288,residential
,POINT (-3.253581700000001 55.957368200000005),55.9573682,-3.2535817,residential
,POINT (-3.253935574556213 55.95879596666666),55.95879597,-3.253935575,residential
,POINT (-3.253588284463891 55.95879239540976),55.9587924,-3.253588284,residential
,POINT (-3.2535845 55.95869475000001),55.95869475,-3.2535845,residential
,POINT (-3.2551420831827187 55.9591366913402),55.95913669,-3.255142083,residential
,POINT (-3.2541445499999995 55.958937250000005),55.95893725,-3.25414455,residential
,POINT (-3.2532129000000007 55.958406700000005),55.9584067,-3.2532129,residential
,POINT (-3.25396367902317 55.95836222328874),55.95836222,-3.253963679,residential
,POINT (-3.2539114979180104 55.95886160250298),55.9588616,-3.253911498,residential
,POINT (-3.252986311474915 55.95854744578158),55.95854745,-3.252986311,residential
,POINT (-3.254565656191776 55.95909034039414),55.95909034,-3.254565656,residential
,POINT (-3.278612026161634 55.939441500359855),55.9394415,-3.278612026,residential
,POINT (-3.2777964721071498 55.93950217297085),55.93950217,-3.277796472,residential
,POINT (-3.2783975184862895 55.93942487165102),55.93942487,-3.278397518,residential
,POINT (-3.2781624000000007 55.93945195),55.93945195,-3.2781624,residential
,POINT (-3.2782563440541357 55.93944590018544),55.9394459,-3.278256344,residential
,POINT (-3.278021666250912 55.939478357287946),55.93947836,-3.278021666,residential
,POINT (-3.2785151098429712 55.9394230807791),55.93942308,-3.27851511,residential
,POINT (-3.204433 55.96611629999999),55.9661163,-3.204433,residential
,POINT (-3.203622050000001 55.965197849999996),55.96519785,-3.20362205,residential
,POINT (-3.2001022 55.96326600000001),55.963266,-3.2001022,residential
,POINT (-3.2011833000000003 55.96390935000001),55.96390935,-3.2011833,residential
,POINT (-3.20415485 55.96564030000001),55.9656403,-3.20415485,residential
,POINT (-3.203835217646895 55.96532664861897),55.96532665,-3.203835218,residential
,POINT (-3.203964923394184 55.96545116462396),55.96545116,-3.203964923,residential
,POINT (-3.199846527718333 55.9636393806702),55.96363938,-3.199846528,residential
,POINT (-3.1998415500000004 55.9636765),55.9636765,-3.19984155,residential
,POINT (-3.199770190847345 55.963794414416824),55.96379441,-3.199770191,residential
,POINT (-3.199927103296249 55.96344263264197),55.96344263,-3.199927103,residential
,POINT (-3.1996475 55.9640614),55.9640614,-3.1996475,residential
,POINT (-3.199791629253928 55.963748296902274),55.9637483,-3.199791629,residential
,POINT (-3.201103938126293 55.96385260770105),55.96385261,-3.201103938,residential
,POINT (-3.2041798435185673 55.965665332128914),55.96566533,-3.204179844,residential
,POINT (-3.2020250325628403 55.96460305154902),55.96460305,-3.202025033,residential
,POINT (-3.202277436211727 55.96485020842958),55.96485021,-3.202277436,residential
,POINT (-3.203988724158811 55.96547498449443),55.96547498,-3.203988724,residential
,POINT (-3.203776062624438 55.96537160245572),55.9653716,-3.203776063,residential
,POINT (-3.2043400231229597 55.96590501570752),55.96590502,-3.204340023,residential
,POINT (-3.2010319499999995 55.963812350000005),55.96381235,-3.20103195,residential
,POINT (-3.1998147 55.96371680000001),55.9637168,-3.1998147,residential
,POINT (-3.199249413768931 55.96520857753688),55.96520858,-3.199249414,residential
,POINT (-3.19966495 55.9639874),55.9639874,-3.19966495,residential
,POINT (-3.1993918166445714 55.96475829003648),55.96475829,-3.199391817,residential
,POINT (-3.2044504971488283 55.96598243170232),55.96598243,-3.204450497,residential
,POINT (-3.2019491469686896 55.964506212906954),55.96450621,-3.201949147,residential
,POINT (-3.2017675041551907 55.96440601750175),55.96440602,-3.201767504,residential
